"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"983596901","983596263","3558851","","","2008-10-31 11:30:01 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@leebryant cool, she must be expert to dare that"
"983593257","","","","","2008-10-31 11:25:11 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","I was not designed for this weather"
"983567501","983566124","1764071","","","2008-10-31 10:54:28 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@larskjensen unfortunately not in DK yet"
"983543506","983540996","711303","","","2008-10-31 10:22:23 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@steverubel I just don't see why Twitter should become like Jaiku :)"
"983524282","983520152","711303","","","2008-10-31 09:55:53 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@steverubel too much of that will kill Twitter"
"983502706","982984069","6540192","","","2008-10-31 09:25:20 +0000","web","@ffunch I'll find a date with our busy friend @vonhaller"
"983500050","983023800","18713","","","2008-10-31 09:21:39 +0000","web","@al3x are we testing images in twits?"
"983498140","","","","","2008-10-31 09:19:09 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","retweet @steverubel : SMS coming to Gmail"
"983489870","","","","","2008-10-31 09:07:04 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Got a cold. So @karinhoegh & @kimelmose I'm calling in too."
"982962503","982883038","6540192","","","2008-10-30 23:15:34 +0000","<a href=""http://friendfeed.com/"" rel=""nofollow"">FriendFeed</a>","@ffunch do you have time for a Nodeville meeting?"
"982704075","","","","","2008-10-30 19:53:05 +0000","web","Just got a ""Google Federated Login API - OpenID Provider end-point available"" from Google personel but haven't figured out how to use it yet"
"981921414","981911125","800475","","","2008-10-30 09:42:28 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@kimelmose og vi kan m?ske h?be at de l?rer noget om det og finder bedre tjenester, hvor indhold ikke er sp?rret inde."
"981855841","","","","","2008-10-30 08:04:43 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","testing IntenseDebate 2.0.11"
"980488464","","","","","2008-10-29 13:31:08 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","gotta get kids home so they wont go bananas later"
"980417408","980415631","3839","","","2008-10-29 12:32:26 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@davewiner cool"
"980416758","","","","","2008-10-29 12:31:51 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","looking forward to see my amigos tonight"
"980311224","980309247","9678802","","","2008-10-29 10:33:23 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@ronnilab I prefer Mojo"
"980304522","980303616","9678802","","","2008-10-29 10:23:58 +0000","web","@ronnilab that's why theres wifi caf?s"
"980301910","980300561","38633","","","2008-10-29 10:20:17 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@redsoda I have a client who does. mail soon"
"980296746","980291807","38633","","","2008-10-29 10:13:17 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@redsoda put it in a can and sell it. Big business!"
"980278590","","","","","2008-10-29 09:47:21 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","I love this business!"
"980265970","","","","","2008-10-29 09:28:28 +0000","web","Overheard is a cool addon for web debate"
"980257907","980254928","424613","","","2008-10-29 09:16:32 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@Wendelboe sure, I'll think about bringing my macchina to BarCamp :)"
"980225895","","","","","2008-10-29 08:27:45 +0000","web","sorry if I'm retweeting myself but I'm one hell of a barista these days"
"980208355","","","","","2008-10-29 08:00:57 +0000","web","The good thing about being online non-stop is that there aren't so many twits you need to follow up on in the morning"
