"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"25969332519","","","","","2010-09-30 11:12:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Would love to listen to ""Content Strategy for the Web"" but it's not available as audio. Any alternatives? ?http://bit.ly/dgDEEY"
"25719559148","25717710417","738853","","","2010-09-27 20:44:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@marks congrats!"
"25692579818","","","25668038196","43115008","2010-09-27 14:44:02 +0000","<a href=""http://favstar.fm"" rel=""nofollow"">Favstar.FM</a>","RT @MrsStephenFry: Happy 12th birthday to Google. Only one year left to use it, dears! When it becomes a teenager, it won't answer anything."
"25659070636","","","","","2010-09-27 05:06:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Windsurfing is front page material as it brings life to a Danish outskirt. #coldhawaii  http://twitpic.com/2sffa5"
"25628743069","","","","","2010-09-26 22:19:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Next week will be tense. Like the minutes before a sailboat race start. My favorite part. Everyone on deck. Alert and agile."
"25536677051","","","","","2010-09-25 22:39:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","return 1; # returns 1 
?Best comments in source code: 
http://bit.ly/MAugq (via @steffentchr)"
"25502261770","","","","","2010-09-25 14:26:37 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Skagen Kirke 100 ?rs f?dselsdag (@ Sognehuset) http://4sq.com/dzS2wU"
"25424064208","","","","","2010-09-24 17:28:40 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","#twaarhusbar (@ BARSTART w/ @nfsaxberg) http://4sq.com/bSUbuf"
"25346190674","","","25339464900","8943","2010-09-23 22:03:15 +0000","<a href=""http://favstar.fm"" rel=""nofollow"">Favstar.FM</a>","RT @jesus: I've been on Twitter since 01-01-0000. My first 5 followers were Peter, Andrew, James, John, and Philip."
"25342711064","22509932128","23487766","","","2010-09-23 21:13:18 +0000","web","@astridmn nok forsent, men det kan @ehandel"
"25340602699","","","","","2010-09-23 20:46:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","BREAKING NEWS: Facebook is down. Worker productivity rises. U.S. climbs out of recession. (via @OPB @thomaskenne @postsecret) last I promise"
"25340426693","","","","","2010-09-23 20:44:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","RT @twitter lol facebook (via @parislemon @inkedmn) #notheydidnt"
"25339021930","25337746117","17755595","","","2010-09-23 20:25:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@damiansen so your point is I need to tweet a lot more to ever get there. hmm, think I'll aim lower :)"
"25337499212","25336336685","17755595","","","2010-09-23 20:05:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@damiansen but I'm a control freak when it comes to text :)"
"25336265252","","","","","2010-09-23 19:48:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Just learned about the 10000 hour rule. So if one tweet takes 3 minutes on average I'll be a Twitter expert in 196613 tweets. Here we go..."
"25336086757","","","","","2010-09-23 19:45:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Zuck isn't turning Facebook back on unless he gets final edit on The Social Network (via @RWW @antderosa) :)"
"25313059298","25311343932","36640119","","","2010-09-23 14:43:02 +0000","web","@monggaard ja tak"
"25297503639","","","25297217479","62625073","2010-09-23 11:15:03 +0000","web","RT @influads: Special, half price offer for 2 new advertisers. Come and join us"
"25293824713","","","25293584193","21791429","2010-09-23 10:04:39 +0000","web","RT @anderscolding: K?re 80.000+ followers. Alene er I myrer, men til sammen kan I blive en bil til @mariaklinke ! Stem her http://bit.ly ..."
"25291613847","25291248821","14245402","","","2010-09-23 09:17:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@PetraJohansson I hope that will change :) (cc @gignal)"
"25291530654","25245606891","135832354","","","2010-09-23 09:15:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@Mulle9900 tak :)"
"25291505630","25288788950","821228","","","2010-09-23 09:14:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@shevy @mikkelmarius @palnatoke hvis det er frivilligt skal jeg jo ikke blande mig. troede det var auto."
"25288405144","","","","","2010-09-23 08:02:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","I burde boycutte den slags autotweets! #""I'm on Twitter since""."
"25287789098","","","","","2010-09-23 07:47:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Is Mad Men also inspiring web design? Example: http://www.mailchimp.com/v5-3/"
"25246296629","","","","","2010-09-22 21:21:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","?fuck you very much? signs off: http://bit.ly/9t4gWD. Another one I still miss is http://bit.ly/9uhRSz"
"25245532733","25244779265","18922646","","","2010-09-22 21:09:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@thorborg jeg har for et par dage siden givet fast tilbud som ?benlyst l?d p? vurdering * ? * pris :)"
"25206747832","","","","","2010-09-22 12:29:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","#twaarhusbar p? fredag med frue. Vi g?r dog tidligt, men h?ber at f? hilst p? mange af de velkendte navne. ?http://www.twaarhusbar.dk/"
"25021606422","","3860","","","2010-09-20 12:43:39 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@nikolaj tillykke med Polar Rose, hvis rygtet taler sandt :)"
"24926519961","","","","","2010-09-19 11:05:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The magazine that taught me more German than in school #surf http://twitpic.com/2pyjv7"
"24918352504","","","","","2010-09-19 07:57:34 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","On our way to #coldhawaii with the sound of classical music, laughing pigs #angrybirds and Pippi Langstr?mpe in the car."
"24873363580","","131003396","","","2010-09-18 19:13:00 +0000","web","@DODOsays it finally arrived. Certainly worth waiting for."
