"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"174955068230086656","","","","","2012-02-29 20:31:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","It seems you can now get realtime updates to Facebook Pages via the API."
"173844586924478464","","","","","2012-02-26 18:59:14 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Google's rel tool says: ""Error: Author profile page does not have a rel=""me"" link to a Google Profile."" That's not an error @Google!"
"173739036530327552","","","","","2012-02-26 11:59:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Those of us who can hit the floor and play with the kids; do it now, you and they will remember it forever."
"173443726599913473","","","172744724438982656","461175278","2012-02-25 16:26:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @UseClear: iPhone app @UseClear sells 350k downloads in nine days on the App Store - http://t.co/1Gc3LXfx","http://www.guardian.co.uk/technology/appsblog/2012/feb/23/iphone-app-clear-350k-sales"
"173160317696749569","","","","","2012-02-24 21:40:11 +0000","<a href=""https://kindle.amazon.com"" rel=""nofollow"">Kindle</a>","On why Comic Sans is disliked by designers. http://t.co/uvlSXt96 #Kindle","http://amzn.com/k/314YJG63B6Z9M"
"172677188422868993","","","","","2012-02-23 13:40:24 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Video session at @huubla for our landingpage. Our pretty hand model is team member @sxrensen. Shot by S?ren Kuhn. http://t.co/DoituKE7","http://twitpic.com/8nman0"
"172632845016236032","","15815569","","","2012-02-23 10:44:12 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@Delicious Could be nice if we could make a tag like #competitor always private."
"172589313136132096","172450900802150400","15546792","","","2012-02-23 07:51:13 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@pedrsn alt ok. Mission fuldf?rt :)"
"172433637906714624","","15546792","","","2012-02-22 21:32:37 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@pedrsn gider du bede fruen om at ringe. R p? mission og skal lige have instruks"
"172321266974461952","","","","","2012-02-22 14:06:06 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Is it April 1st? #googgles"
"171975751170658304","171971110588514304","16010940","","","2012-02-21 15:13:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@rasmusluckow vi kender kun navn og lokation, men tak, vi filtrerer bare selv"
"171970052747304960","171969247893913600","16010940","","","2012-02-21 14:50:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@rasmusluckow http://t.co/1Ro2GfFi Kan ikke se hvorfor feks ""Bar Rouge"" er med i resultat.","http://mitkbh.dk/search.php?search=baresso"
"171961649794781185","","16010940","","","2012-02-21 14:17:06 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@rasmusluckow Vi sidder og hacker i mitKbh's API. S?geresultaterne er for brede. Kender du til et hack?"
"171929032332554241","","","","","2012-02-21 12:07:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Kingpin, the latest participant in #pingate http://t.co/ooWuMuXk","http://www.joinkingpin.com/"
