"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"164331195138711556","","","","","2012-01-31 12:56:24 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Post Danmark HQ w/ @hrcolors http://t.co/Z3CKB9DY","http://4sq.com/yEN34e"
"164283633287430145","","","","","2012-01-31 09:47:25 +0000","<a href=""http://www.goodreads.com"" rel=""nofollow"">Goodreads</a>",". @danariely announced his third book: The (Honest) Truth About Dishonesty, How We Lie to Everyone.. http://t.co/P4FN2mos","http://bit.ly/zNpBr1"
"164251494982496256","","","164189341197930496","784912","2012-01-31 07:39:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @jsnell: .@dickc on mobile-first development: ""We do mocks on iPhone and Android first, then bring it back to the Web."" #divemedia"
"164108867255541761","","","","","2012-01-30 22:12:57 +0000","<a href=""http://www.instapaper.com/"" rel=""nofollow"">Instapaper</a>","""When we access things from our memory ... What we retrieve becomes more retrievable in the future."" http://t.co/6gSvNUmT","http://j.mp/yNleVe"
"163721746036428801","163721475692564480","10638","","","2012-01-29 20:34:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jasonh was that while @twitter was at @joyent?"
"162916506752126976","","","","","2012-01-27 15:14:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Here's 7 @Bitcasa invites https://t.co/9FyrMbzo
 Have a nice weekend","https://portal.bitcasa.com/invited/3ba85b0806f3425c81bd72b4fc8517fa/"
"162826392680153088","","","162253559285551104","278778939","2012-01-27 09:16:51 +0000","web","RT @shitgirlssay: Can I steal one of your fries?"
"162482761398104064","162482119560536064","740983","","","2012-01-26 10:31:23 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@loic then I'll move to Greece. Imagine, ?'s all over the place."
"162213335155224576","","","","","2012-01-25 16:40:47 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I made you a tool to convert HTML to #CoffeeKup: http://t.co/ut95sMws #CoffeeScript #Nodejs","http://html2coffeekup.no.de/"
"162165961275883521","","","162165642542333952","14491008","2012-01-25 13:32:32 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @janchip: When the question ""What is the right thing to do"" becomes ""What is the safe thing to do?"" it's time to leave"
"162149014698078208","","437047566","","","2012-01-25 12:25:12 +0000","web","@TM2Tips How do I create a new file in a project?"
"162077540742209536","","","","","2012-01-25 07:41:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","My Bitcasa folder says 562.95 TB available. That should be enough for a start."
