"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"141851659377721344","","","141846978568011776","28591940","2011-11-30 12:10:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @YourWaves: Vi vil gerne tilbyde en gratis kontorplads til en iv?rks?tter i for?ret. RT gerne: http://t.co/CjbJpSMC","http://j.mp/t42hV5"
"141834684987482112","141825462585401344","14335160","","","2011-11-30 11:03:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@halvorson changing passwd wont help. Look here for the bad guy: http://t.co/WLdOuDzm","https://twitter.com/settings/applications"
"141796550060933120","141778362422132736","9599342","","","2011-11-30 08:31:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@felixge is heroku your favourite provider? How about Joyent?"
"141794957076865024","","","141788590064680960","272504391","2011-11-30 08:25:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @copenhagencocoa: NSCoder Night is tonight at RETRO N?rrebro between 1900 and 2300. Maybe... Special guest today is TextMate author A ..."
"141794158879842304","","","","","2011-11-30 08:22:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Make sure autofill works on your forms #ux"
"141537244946243584","","","","","2011-11-29 15:21:23 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","My brother and I have 12v cars for the kids. Now he has tuned theirs with +18v switch, new engines, car relay, PC cooler & heatsinks. damn"
"141518505492217857","","","141518162704343040","14208805","2011-11-29 14:06:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @schyum: RIP e-mail: http://t.co/vRrAoFQa","http://online.wsj.com/article/SB10001424052970204452104577060103165399154.html"
"140860351725060097","","","","","2011-11-27 18:31:39 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Hard to get out of Jutland. Tree on the rails, bus had to take alternative ruite and plane cancelled. #windy http://t.co/cWAz5lOQ","http://4sq.com/t8dH1P"
"140763850998943745","","","","","2011-11-27 12:08:12 +0000","<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>","Surf's up http://t.co/W3xOwuyK","http://instagr.am/p/WJpyR/"
"140157301624537088","","","140138066940657665","155949717","2011-11-25 19:57:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @badass_js: Everyone watch Node.js on Github! http://t.co/OHW5Npww Only 81 watchers away from beating ruby on rails! http://t.co/mUII5REo","https://github.com/joyent/node","http://nodejs-vs-ror.nodejitsu.com/"
"139101771686625281","128196440597078016","12221692","","","2011-11-22 22:03:41 +0000","web","@jasonmcleod @joyent did you find a fix for ?npm WARN invalid config node-version=""v0.4""??"
"139098139394191360","139097492699627520","14685808","","","2011-11-22 21:49:15 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@vonhaller jeg fik engang tilbudt at passe f?r p? Sicilien. Havde travlt med Eksperten og sagde nej tak. Damn, havde sikkert v?ret sundt."
